Role,Experience_Years,Skills,Salary_LPA
Assistant Professor,7,"teaching, curriculum development, assessment, academic writing, research, presentation",9.82
Assistant Professor,8,"teaching, curriculum development, assessment, academic writing, research, presentation",10.82
Assistant Professor,9,"teaching, curriculum development, assessment, academic writing, research, presentation",11.88
Assistant Professor,10,"teaching, curriculum development, assessment, academic writing, research, presentation",13.0
Assistant Professor,11,"teaching, curriculum development, assessment, academic writing, research, presentation",14.18
Assistant Professor,12,"teaching, curriculum development, assessment, academic writing, research, presentation",15.42
Assistant Professor,13,"teaching, curriculum development, assessment, academic writing, research, presentation",16.72
Assistant Professor,14,"teaching, curriculum development, assessment, academic writing, research, presentation",18.08
Assistant Professor,15,"teaching, curriculum development, assessment, academic writing, research, presentation",19.5
Research Assistant,0,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",4.5
Research Assistant,1,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",5.08
Research Assistant,2,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",5.72
Research Assistant,3,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",6.42
Research Assistant,4,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",7.18
Research Assistant,5,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",8.0
Research Assistant,6,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",8.88
Research Assistant,7,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",9.82
Research Assistant,8,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",10.82
Research Assistant,9,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",11.88
Research Assistant,10,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",13.0
Research Assistant,11,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",14.18
Research Assistant,12,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",15.42
Research Assistant,13,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",16.72
Research Assistant,14,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",18.08
Research Assistant,15,"teaching, curriculum development, assessment, academic writing, research, presentation, literature review, data analysis",19.5
Instructional Designer,0,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",4.5
Instructional Designer,1,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",5.08
Instructional Designer,2,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",5.72
Instructional Designer,3,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",6.42
Instructional Designer,4,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",7.18
Instructional Designer,5,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",8.0
Instructional Designer,6,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",8.88
Instructional Designer,7,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",9.82
Instructional Designer,8,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",10.82
Instructional Designer,9,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",11.88
Instructional Designer,10,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",13.0
Instructional Designer,11,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",14.18
Instructional Designer,12,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",15.42
Instructional Designer,13,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",16.72
Instructional Designer,14,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",18.08
Instructional Designer,15,"teaching, curriculum development, assessment, academic writing, research, presentation, instructional design, e learning, learning management systems",19.5
Academic Counselor,0,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",4.5
Academic Counselor,1,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",5.08
Academic Counselor,2,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",5.72
Academic Counselor,3,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",6.42
Academic Counselor,4,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",7.18
Academic Counselor,5,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",8.0
Academic Counselor,6,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",8.88
Academic Counselor,7,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",9.82
Academic Counselor,8,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",10.82
Academic Counselor,9,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",11.88
Academic Counselor,10,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",13.0
Academic Counselor,11,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",14.18
Academic Counselor,12,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",15.42
Academic Counselor,13,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",16.72
Academic Counselor,14,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",18.08
Academic Counselor,15,"teaching, curriculum development, assessment, academic writing, research, presentation, student counseling, communication, academic advising, documentation",19.5
Mechanical Design Engineer,0,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",5.6
Mechanical Design Engineer,1,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",6.18
Mechanical Design Engineer,2,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",6.82
Mechanical Design Engineer,3,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",7.52
Mechanical Design Engineer,4,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",8.28
Mechanical Design Engineer,5,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",9.1
Mechanical Design Engineer,6,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",9.98
Mechanical Design Engineer,7,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",10.92
Mechanical Design Engineer,8,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",11.92
Mechanical Design Engineer,9,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",12.98
Mechanical Design Engineer,10,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",14.1
Mechanical Design Engineer,11,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",15.28
Mechanical Design Engineer,12,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",16.52
Mechanical Design Engineer,13,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",17.82
Mechanical Design Engineer,14,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",19.18
Mechanical Design Engineer,15,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, gd&t, materials",20.6
Production Engineer,0,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",5.6
Production Engineer,1,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",6.18
Production Engineer,2,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",6.82
Production Engineer,3,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",7.52
Production Engineer,4,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",8.28
Production Engineer,5,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",9.1
Production Engineer,6,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",9.98
Production Engineer,7,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",10.92
Production Engineer,8,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",11.92
Production Engineer,9,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",12.98
Production Engineer,10,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",14.1
Production Engineer,11,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",15.28
Production Engineer,12,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",16.52
Production Engineer,13,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",17.82
Production Engineer,14,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",19.18
Production Engineer,15,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, production planning, lean manufacturing, process improvement",20.6
Maintenance Engineer,0,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",5.6
Maintenance Engineer,1,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",6.18
Maintenance Engineer,2,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",6.82
Maintenance Engineer,3,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",7.52
Maintenance Engineer,4,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",8.28
Maintenance Engineer,5,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",9.1
Maintenance Engineer,6,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",9.98
Maintenance Engineer,7,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",10.92
Maintenance Engineer,8,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",11.92
Maintenance Engineer,9,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",12.98
Maintenance Engineer,10,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",14.1
Maintenance Engineer,11,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",15.28
Maintenance Engineer,12,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",16.52
Maintenance Engineer,13,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",17.82
Maintenance Engineer,14,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",19.18
Maintenance Engineer,15,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, preventive maintenance, troubleshooting, mechanical systems, root cause analysis",20.6
CAD Engineer,0,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",5.6
CAD Engineer,1,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",6.18
CAD Engineer,2,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",6.82
CAD Engineer,3,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",7.52
CAD Engineer,4,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",8.28
CAD Engineer,5,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",9.1
CAD Engineer,6,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",9.98
CAD Engineer,7,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",10.92
CAD Engineer,8,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",11.92
CAD Engineer,9,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",12.98
CAD Engineer,10,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",14.1
CAD Engineer,11,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",15.28
CAD Engineer,12,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",16.52
CAD Engineer,13,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",17.82
CAD Engineer,14,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",19.18
CAD Engineer,15,"autocad, solidworks, mechanical design, manufacturing, thermodynamics, quality control, drafting, 3d modeling, engineering drawings",20.6
Civil Engineer,0,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",5.2
Civil Engineer,1,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",5.78
Civil Engineer,2,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",6.42
Civil Engineer,3,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",7.12
Civil Engineer,4,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",7.88
Civil Engineer,5,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",8.7
Civil Engineer,6,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",9.58
Civil Engineer,7,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",10.52
Civil Engineer,8,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",11.52
Civil Engineer,9,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",12.58
Civil Engineer,10,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",13.7
Civil Engineer,11,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",14.88
Civil Engineer,12,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",16.12
Civil Engineer,13,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",17.42
Civil Engineer,14,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",18.78
Civil Engineer,15,"autocad, estimation, site supervision, project planning, quantity surveying, construction management",20.2
Quantity Surveyor,0,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",5.2
Quantity Surveyor,1,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",5.78
Quantity Surveyor,2,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",6.42
Quantity Surveyor,3,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",7.12
Quantity Surveyor,4,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",7.88
Quantity Surveyor,5,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",8.7
Quantity Surveyor,6,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",9.58
Quantity Surveyor,7,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",10.52
Quantity Surveyor,8,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",11.52
Quantity Surveyor,9,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",12.58
Quantity Surveyor,10,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",13.7
Quantity Surveyor,11,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",14.88
Quantity Surveyor,12,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",16.12
Quantity Surveyor,13,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",17.42
Quantity Surveyor,14,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",18.78
Quantity Surveyor,15,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, boq, contracts, cost control",20.2
Planning Engineer,0,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",5.2
Planning Engineer,1,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",5.78
Planning Engineer,2,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",6.42
Planning Engineer,3,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",7.12
Planning Engineer,4,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",7.88
Planning Engineer,5,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",8.7
Planning Engineer,6,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",9.58
Planning Engineer,7,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",10.52
Planning Engineer,8,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",11.52
Planning Engineer,9,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",12.58
Planning Engineer,10,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",13.7
Planning Engineer,11,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",14.88
Planning Engineer,12,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",16.12
Planning Engineer,13,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",17.42
Planning Engineer,14,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",18.78
Planning Engineer,15,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, primavera, ms project, scheduling, reporting",20.2
Structural Engineer,0,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",5.2
Structural Engineer,1,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",5.78
Structural Engineer,2,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",6.42
Structural Engineer,3,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",7.12
Structural Engineer,4,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",7.88
Structural Engineer,5,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",8.7
Structural Engineer,6,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",9.58
Structural Engineer,7,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",10.52
Structural Engineer,8,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",11.52
Structural Engineer,9,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",12.58
Structural Engineer,10,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",13.7
Structural Engineer,11,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",14.88
Structural Engineer,12,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",16.12
Structural Engineer,13,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",17.42
Structural Engineer,14,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",18.78
Structural Engineer,15,"autocad, estimation, site supervision, project planning, quantity surveying, construction management, structural analysis, staad pro, design calculations, concrete design",20.2
Electrical Engineer,0,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",5.8
Electrical Engineer,1,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",6.38
Electrical Engineer,2,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",7.02
Electrical Engineer,3,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",7.72
Electrical Engineer,4,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",8.48
Electrical Engineer,5,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",9.3
Electrical Engineer,6,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",10.18
Electrical Engineer,7,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",11.12
Electrical Engineer,8,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",12.12
Electrical Engineer,9,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",13.18
Electrical Engineer,10,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",14.3
Electrical Engineer,11,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",15.48
Electrical Engineer,12,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",16.72
Electrical Engineer,13,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",18.02
Electrical Engineer,14,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",19.38
Electrical Engineer,15,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, maintenance",20.8
Electronics Engineer,0,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",5.8
Electronics Engineer,1,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",6.38
Electronics Engineer,2,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",7.02
Electronics Engineer,3,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",7.72
Electronics Engineer,4,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",8.48
Electronics Engineer,5,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",9.3
Electronics Engineer,6,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",10.18
Electronics Engineer,7,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",11.12
Electronics Engineer,8,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",12.12
Electronics Engineer,9,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",13.18
Electronics Engineer,10,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",14.3
Electronics Engineer,11,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",15.48
Electronics Engineer,12,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",16.72
Electronics Engineer,13,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",18.02
Electronics Engineer,14,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",19.38
Electronics Engineer,15,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, electronics, pcb, testing, embedded systems",20.8
PLC Automation Engineer,0,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",5.8
PLC Automation Engineer,1,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",6.38
PLC Automation Engineer,2,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",7.02
PLC Automation Engineer,3,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",7.72
PLC Automation Engineer,4,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",8.48
PLC Automation Engineer,5,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",9.3
PLC Automation Engineer,6,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",10.18
PLC Automation Engineer,7,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",11.12
PLC Automation Engineer,8,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",12.12
PLC Automation Engineer,9,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",13.18
PLC Automation Engineer,10,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",14.3
PLC Automation Engineer,11,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",15.48
PLC Automation Engineer,12,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",16.72
PLC Automation Engineer,13,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",18.02
PLC Automation Engineer,14,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",19.38
PLC Automation Engineer,15,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, scada, industrial automation",20.8
Embedded Systems Engineer,0,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",5.8
Embedded Systems Engineer,1,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",6.38
Embedded Systems Engineer,2,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",7.02
Embedded Systems Engineer,3,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",7.72
Embedded Systems Engineer,4,"circuit design, electrical systems, autocad electrical, plc, power systems, troubleshooting, embedded c, microcontrollers, debugging, rtos",8.48
